Date,Timestamp,Symbol,Expiry,Strikes (Low/High),Buy Low CE (Ask),Sell High CE (Bid),Buy High PE (Ask),Sell Low PE (Bid),Net Exec Cost,Theoretical Value,IRR Tier Achieved,Target Mismatch (For Tier),Profit Per Share,Total Paper Profit
20-03-2026,09:18:35,PNB,30-03-2026,114.0/115.0,1.5,1.26,4.03,3.5,0.77,1,8%,0.2081,0.23,1840
20-03-2026,09:18:36,PNB,30-03-2026,108.0/109.0,5.08,4.5,1.26,1.1,0.74,1,10%,0.2492,0.26,2080
20-03-2026,09:18:36,PNB,30-03-2026,108.0/111.0,5.08,3.15,1.92,1.1,2.75,3,10%,0.2492,0.25,2000
20-03-2026,09:18:36,PNB,30-03-2026,108.0/113.0,5.08,2.06,2.81,1.1,4.73,5,10%,0.2492,0.27,2160
20-03-2026,09:18:36,PNB,30-03-2026,108.0/115.0,5.08,1.26,4.03,1.1,6.75,7,10%,0.2492,0.25,2000
20-03-2026,09:18:36,PNB,30-03-2026,112.0/113.0,2.37,2.06,2.81,2.43,0.69,1,12%,0.2903,0.31,2480
20-03-2026,09:18:36,PNB,30-03-2026,112.0/115.0,2.37,1.26,4.03,2.43,2.71,3,10%,0.2492,0.29,2320
20-03-2026,09:18:36,PNB,30-03-2026,112.0/117.0,2.37,0.73,5.58,2.43,4.79,5,8%,0.2081,0.21,1680
20-03-2026,09:18:36,PNB,30-03-2026,114.0/115.0,1.5,1.26,4.03,3.5,0.77,1,8%,0.2081,0.23,1840
20-03-2026,09:18:36,PNB,30-03-2026,108.0/109.0,5.08,4.5,1.26,1.1,0.74,1,10%,0.2492,0.26,2080
20-03-2026,09:18:36,PNB,30-03-2026,108.0/111.0,5.08,3.15,1.92,1.1,2.75,3,10%,0.2492,0.25,2000
20-03-2026,09:18:36,PNB,30-03-2026,108.0/113.0,5.08,2.06,2.81,1.1,4.73,5,10%,0.2492,0.27,2160
20-03-2026,09:18:36,PNB,30-03-2026,108.0/115.0,5.08,1.26,4.03,1.1,6.75,7,10%,0.2492,0.25,2000
20-03-2026,09:18:36,PNB,30-03-2026,112.0/113.0,2.37,2.06,2.81,2.43,0.69,1,12%,0.2903,0.31,2480
20-03-2026,09:18:36,PNB,30-03-2026,112.0/115.0,2.37,1.26,4.03,2.43,2.71,3,10%,0.2492,0.29,2320
20-03-2026,09:18:36,PNB,30-03-2026,112.0/117.0,2.37,0.73,5.58,2.43,4.79,5,8%,0.2081,0.21,1680
20-03-2026,09:18:36,PNB,30-03-2026,114.0/115.0,1.5,1.26,4.03,3.5,0.77,1,8%,0.2081,0.23,1840
20-03-2026,09:18:36,PNB,30-03-2026,108.0/109.0,5.08,4.5,1.26,1.1,0.74,1,10%,0.2492,0.26,2080
20-03-2026,09:18:36,PNB,30-03-2026,108.0/111.0,5.08,3.15,1.92,1.1,2.75,3,10%,0.2492,0.25,2000
20-03-2026,09:18:36,PNB,30-03-2026,108.0/113.0,5.08,2.06,2.81,1.1,4.73,5,10%,0.2492,0.27,2160
20-03-2026,09:18:36,PNB,30-03-2026,108.0/115.0,5.08,1.26,4.03,1.1,6.75,7,10%,0.2492,0.25,2000
20-03-2026,09:18:36,PNB,30-03-2026,112.0/113.0,2.37,2.06,2.81,2.43,0.69,1,12%,0.2903,0.31,2480
20-03-2026,09:18:36,PNB,30-03-2026,112.0/115.0,2.37,1.26,4.03,2.43,2.71,3,10%,0.2492,0.29,2320
20-03-2026,09:18:36,PNB,30-03-2026,112.0/117.0,2.37,0.73,5.58,2.43,4.79,5,8%,0.2081,0.21,1680
20-03-2026,09:18:36,PNB,30-03-2026,114.0/115.0,1.5,1.26,4.03,3.5,0.77,1,8%,0.2081,0.23,1840
20-03-2026,09:18:36,PNB,30-03-2026,108.0/109.0,5.08,4.5,1.26,1.1,0.74,1,10%,0.2492,0.26,2080
20-03-2026,09:18:36,PNB,30-03-2026,108.0/111.0,5.08,3.15,1.92,1.1,2.75,3,10%,0.2492,0.25,2000
20-03-2026,09:18:36,PNB,30-03-2026,108.0/113.0,5.08,2.06,2.81,1.1,4.73,5,10%,0.2492,0.27,2160
20-03-2026,09:18:36,PNB,30-03-2026,108.0/115.0,5.08,1.26,4.03,1.1,6.75,7,10%,0.2492,0.25,2000
20-03-2026,09:18:36,PNB,30-03-2026,112.0/113.0,2.37,2.06,2.81,2.43,0.69,1,12%,0.2903,0.31,2480
20-03-2026,09:18:36,PNB,30-03-2026,112.0/115.0,2.37,1.26,4.03,2.43,2.71,3,10%,0.2492,0.29,2320
20-03-2026,09:18:36,PNB,30-03-2026,112.0/117.0,2.37,0.73,5.58,2.43,4.79,5,8%,0.2081,0.21,1680
20-03-2026,09:18:36,PNB,30-03-2026,114.0/115.0,1.5,1.26,4.03,3.5,0.77,1,8%,0.2081,0.23,1840
20-03-2026,09:18:36,PNB,30-03-2026,108.0/109.0,5.08,4.5,1.26,1.1,0.74,1,10%,0.2492,0.26,2080
20-03-2026,09:18:36,PNB,30-03-2026,108.0/111.0,5.08,3.15,1.92,1.1,2.75,3,10%,0.2492,0.25,2000
20-03-2026,09:18:36,PNB,30-03-2026,108.0/113.0,5.08,2.06,2.81,1.1,4.73,5,10%,0.2492,0.27,2160
20-03-2026,09:18:36,PNB,30-03-2026,108.0/115.0,5.08,1.26,4.03,1.1,6.75,7,10%,0.2492,0.25,2000
20-03-2026,09:18:36,PNB,30-03-2026,112.0/113.0,2.37,2.06,2.81,2.43,0.69,1,12%,0.2903,0.31,2480
20-03-2026,09:18:36,PNB,30-03-2026,112.0/115.0,2.37,1.26,4.03,2.43,2.71,3,10%,0.2492,0.29,2320
20-03-2026,09:18:36,PNB,30-03-2026,112.0/117.0,2.37,0.73,5.58,2.43,4.79,5,8%,0.2081,0.21,1680
20-03-2026,09:18:36,PNB,30-03-2026,114.0/115.0,1.5,1.26,4.03,3.5,0.77,1,8%,0.2081,0.23,1840
20-03-2026,09:18:36,PNB,30-03-2026,108.0/109.0,5.08,4.5,1.26,1.1,0.74,1,10%,0.2492,0.26,2080
20-03-2026,09:18:36,PNB,30-03-2026,108.0/111.0,5.08,3.15,1.92,1.1,2.75,3,10%,0.2492,0.25,2000
20-03-2026,09:18:36,PNB,30-03-2026,108.0/113.0,5.08,2.06,2.81,1.1,4.73,5,10%,0.2492,0.27,2160
20-03-2026,09:18:36,PNB,30-03-2026,108.0/115.0,5.08,1.26,4.03,1.1,6.75,7,10%,0.2492,0.25,2000
20-03-2026,09:18:36,PNB,30-03-2026,112.0/113.0,2.37,2.06,2.81,2.43,0.69,1,12%,0.2903,0.31,2480
20-03-2026,09:18:36,PNB,30-03-2026,112.0/115.0,2.37,1.26,4.03,2.43,2.71,3,10%,0.2492,0.29,2320
20-03-2026,09:18:36,PNB,30-03-2026,112.0/117.0,2.37,0.73,5.58,2.43,4.79,5,8%,0.2081,0.21,1680
20-03-2026,09:18:36,PNB,30-03-2026,114.0/115.0,1.5,1.26,4.03,3.5,0.77,1,8%,0.2081,0.23,1840
20-03-2026,09:18:36,PNB,30-03-2026,108.0/109.0,5.08,4.5,1.26,1.1,0.74,1,10%,0.2492,0.26,2080
20-03-2026,09:18:36,PNB,30-03-2026,108.0/111.0,5.08,3.15,1.92,1.1,2.75,3,10%,0.2492,0.25,2000
20-03-2026,09:18:36,PNB,30-03-2026,108.0/113.0,5.08,2.06,2.81,1.1,4.73,5,10%,0.2492,0.27,2160
20-03-2026,09:18:36,PNB,30-03-2026,108.0/115.0,5.08,1.26,4.03,1.1,6.75,7,10%,0.2492,0.25,2000
20-03-2026,09:18:36,PNB,30-03-2026,112.0/113.0,2.37,2.06,2.81,2.43,0.69,1,12%,0.2903,0.31,2480
20-03-2026,09:18:36,PNB,30-03-2026,112.0/115.0,2.37,1.26,4.03,2.43,2.71,3,10%,0.2492,0.29,2320
20-03-2026,09:18:36,PNB,30-03-2026,112.0/117.0,2.37,0.73,5.58,2.43,4.79,5,8%,0.2081,0.21,1680
20-03-2026,09:18:36,PNB,30-03-2026,114.0/115.0,1.5,1.26,4.03,3.5,0.77,1,8%,0.2081,0.23,1840
20-03-2026,09:18:36,PNB,30-03-2026,108.0/109.0,5.08,4.5,1.26,1.1,0.74,1,10%,0.2492,0.26,2080
20-03-2026,09:18:36,PNB,30-03-2026,108.0/111.0,5.08,3.15,1.92,1.1,2.75,3,10%,0.2492,0.25,2000
20-03-2026,09:18:36,PNB,30-03-2026,108.0/113.0,5.08,2.06,2.81,1.1,4.73,5,10%,0.2492,0.27,2160
20-03-2026,09:18:36,PNB,30-03-2026,108.0/115.0,5.08,1.26,4.03,1.1,6.75,7,10%,0.2492,0.25,2000
20-03-2026,09:18:36,PNB,30-03-2026,112.0/113.0,2.37,2.06,2.81,2.43,0.69,1,12%,0.2903,0.31,2480
20-03-2026,09:18:36,PNB,30-03-2026,112.0/115.0,2.37,1.26,4.03,2.43,2.71,3,10%,0.2492,0.29,2320
20-03-2026,09:18:36,PNB,30-03-2026,112.0/117.0,2.37,0.73,5.58,2.43,4.79,5,8%,0.2081,0.21,1680
20-03-2026,09:18:36,PNB,30-03-2026,114.0/115.0,1.5,1.26,4.03,3.5,0.77,1,8%,0.2081,0.23,1840
20-03-2026,09:18:36,PNB,30-03-2026,108.0/109.0,5.08,4.5,1.26,1.1,0.74,1,10%,0.2492,0.26,2080
20-03-2026,09:18:36,PNB,30-03-2026,108.0/111.0,5.08,3.15,1.92,1.1,2.75,3,10%,0.2492,0.25,2000
20-03-2026,09:18:36,PNB,30-03-2026,108.0/113.0,5.08,2.06,2.81,1.1,4.73,5,10%,0.2492,0.27,2160
20-03-2026,09:18:36,PNB,30-03-2026,108.0/115.0,5.08,1.26,4.03,1.1,6.75,7,10%,0.2492,0.25,2000
20-03-2026,09:18:36,PNB,30-03-2026,112.0/113.0,2.37,2.06,2.81,2.43,0.69,1,12%,0.2903,0.31,2480
20-03-2026,09:18:36,PNB,30-03-2026,112.0/115.0,2.37,1.26,4.03,2.43,2.71,3,10%,0.2492,0.29,2320
20-03-2026,09:18:36,PNB,30-03-2026,112.0/117.0,2.37,0.73,5.58,2.43,4.79,5,8%,0.2081,0.21,1680
20-03-2026,09:18:36,PNB,30-03-2026,114.0/115.0,1.5,1.26,4.03,3.5,0.77,1,8%,0.2081,0.23,1840
20-03-2026,09:18:37,PNB,30-03-2026,108.0/109.0,5.08,4.5,1.26,1.1,0.74,1,10%,0.2492,0.26,2080
20-03-2026,09:18:37,PNB,30-03-2026,108.0/111.0,5.08,3.15,1.92,1.1,2.75,3,10%,0.2492,0.25,2000
20-03-2026,09:18:37,PNB,30-03-2026,108.0/113.0,5.08,2.06,2.81,1.1,4.73,5,10%,0.2492,0.27,2160
20-03-2026,09:18:37,PNB,30-03-2026,108.0/115.0,5.08,1.26,4.03,1.1,6.75,7,10%,0.2492,0.25,2000
20-03-2026,09:18:37,PNB,30-03-2026,112.0/113.0,2.37,2.06,2.81,2.43,0.69,1,12%,0.2903,0.31,2480
20-03-2026,09:18:37,PNB,30-03-2026,112.0/115.0,2.37,1.26,4.03,2.43,2.71,3,10%,0.2492,0.29,2320
20-03-2026,09:18:37,PNB,30-03-2026,112.0/117.0,2.37,0.73,5.58,2.43,4.79,5,8%,0.2081,0.21,1680
20-03-2026,09:18:37,PNB,30-03-2026,114.0/115.0,1.5,1.26,4.03,3.5,0.77,1,8%,0.2081,0.23,1840
20-03-2026,09:18:38,PNB,30-03-2026,108.0/109.0,5.08,4.5,1.26,1.1,0.74,1,10%,0.2492,0.26,2080
20-03-2026,09:18:38,PNB,30-03-2026,108.0/111.0,5.08,3.15,1.92,1.1,2.75,3,10%,0.2492,0.25,2000
20-03-2026,09:18:38,PNB,30-03-2026,108.0/113.0,5.08,2.06,2.81,1.1,4.73,5,10%,0.2492,0.27,2160
20-03-2026,09:18:38,PNB,30-03-2026,108.0/115.0,5.08,1.26,4.03,1.1,6.75,7,10%,0.2492,0.25,2000
20-03-2026,09:18:38,PNB,30-03-2026,112.0/113.0,2.37,2.06,2.81,2.43,0.69,1,12%,0.2903,0.31,2480
20-03-2026,09:18:38,PNB,30-03-2026,112.0/115.0,2.37,1.26,4.03,2.43,2.71,3,10%,0.2492,0.29,2320
20-03-2026,09:18:38,PNB,30-03-2026,112.0/117.0,2.37,0.73,5.58,2.43,4.79,5,8%,0.2081,0.21,1680
20-03-2026,09:18:38,PNB,30-03-2026,114.0/115.0,1.5,1.26,4.03,3.5,0.77,1,8%,0.2081,0.23,1840
20-03-2026,09:18:38,PNB,30-03-2026,108.0/109.0,5.08,4.5,1.26,1.1,0.74,1,10%,0.2492,0.26,2080
20-03-2026,09:18:38,PNB,30-03-2026,108.0/111.0,5.08,3.15,1.92,1.1,2.75,3,10%,0.2492,0.25,2000
20-03-2026,09:18:38,PNB,30-03-2026,108.0/113.0,5.08,2.06,2.81,1.1,4.73,5,10%,0.2492,0.27,2160
20-03-2026,09:18:38,PNB,30-03-2026,108.0/115.0,5.08,1.26,4.03,1.1,6.75,7,10%,0.2492,0.25,2000
20-03-2026,09:18:38,PNB,30-03-2026,112.0/113.0,2.37,2.06,2.81,2.43,0.69,1,12%,0.2903,0.31,2480
20-03-2026,09:18:38,PNB,30-03-2026,112.0/115.0,2.37,1.26,4.03,2.43,2.71,3,10%,0.2492,0.29,2320
20-03-2026,09:18:38,PNB,30-03-2026,112.0/117.0,2.37,0.73,5.58,2.43,4.79,5,8%,0.2081,0.21,1680
20-03-2026,09:18:38,PNB,30-03-2026,114.0/115.0,1.5,1.26,4.03,3.5,0.77,1,8%,0.2081,0.23,1840
20-03-2026,09:18:38,PNB,30-03-2026,108.0/109.0,5.08,4.5,1.26,1.1,0.74,1,10%,0.2492,0.26,2080
20-03-2026,09:18:38,PNB,30-03-2026,108.0/111.0,5.08,3.15,1.92,1.1,2.75,3,10%,0.2492,0.25,2000
20-03-2026,09:18:38,PNB,30-03-2026,108.0/113.0,5.08,2.06,2.81,1.1,4.73,5,10%,0.2492,0.27,2160
20-03-2026,09:18:38,PNB,30-03-2026,108.0/115.0,5.08,1.26,4.03,1.1,6.75,7,10%,0.2492,0.25,2000
20-03-2026,09:18:38,PNB,30-03-2026,112.0/113.0,2.37,2.06,2.81,2.43,0.69,1,12%,0.2903,0.31,2480
20-03-2026,09:18:38,PNB,30-03-2026,112.0/115.0,2.37,1.26,4.03,2.43,2.71,3,10%,0.2492,0.29,2320
20-03-2026,09:18:38,PNB,30-03-2026,112.0/117.0,2.37,0.73,5.58,2.43,4.79,5,8%,0.2081,0.21,1680
20-03-2026,09:18:38,PNB,30-03-2026,114.0/115.0,1.5,1.26,4.03,3.5,0.77,1,8%,0.2081,0.23,1840
20-03-2026,09:18:39,PNB,30-03-2026,108.0/109.0,5.08,4.5,1.26,1.1,0.74,1,10%,0.2492,0.26,2080
20-03-2026,09:18:39,PNB,30-03-2026,108.0/111.0,5.08,3.15,1.92,1.1,2.75,3,10%,0.2492,0.25,2000
20-03-2026,09:18:39,PNB,30-03-2026,108.0/113.0,5.08,2.06,2.81,1.1,4.73,5,10%,0.2492,0.27,2160
20-03-2026,09:18:39,PNB,30-03-2026,108.0/115.0,5.08,1.26,4.03,1.1,6.75,7,10%,0.2492,0.25,2000
20-03-2026,09:18:39,PNB,30-03-2026,112.0/113.0,2.37,2.06,2.81,2.43,0.69,1,12%,0.2903,0.31,2480
20-03-2026,09:18:39,PNB,30-03-2026,112.0/115.0,2.37,1.26,4.03,2.43,2.71,3,10%,0.2492,0.29,2320
20-03-2026,09:18:39,PNB,30-03-2026,112.0/117.0,2.37,0.73,5.58,2.43,4.79,5,8%,0.2081,0.21,1680
20-03-2026,09:18:39,PNB,30-03-2026,114.0/115.0,1.5,1.26,4.03,3.5,0.77,1,8%,0.2081,0.23,1840
20-03-2026,09:18:39,PNB,30-03-2026,108.0/109.0,5.08,4.5,1.26,1.1,0.74,1,10%,0.2492,0.26,2080
20-03-2026,09:18:39,PNB,30-03-2026,108.0/111.0,5.08,3.15,1.92,1.1,2.75,3,10%,0.2492,0.25,2000
20-03-2026,09:18:39,PNB,30-03-2026,108.0/113.0,5.08,2.06,2.81,1.1,4.73,5,10%,0.2492,0.27,2160
20-03-2026,09:18:39,PNB,30-03-2026,108.0/115.0,5.08,1.26,4.03,1.1,6.75,7,10%,0.2492,0.25,2000
20-03-2026,09:18:39,PNB,30-03-2026,112.0/113.0,2.37,2.06,2.81,2.43,0.69,1,12%,0.2903,0.31,2480
